Datetime,300037926 (Bohlweg),353413831 (Bohlweg Fahrräder Stadteinwärts),353413832 (Bohlweg Fahrräder Stadtauswärts),353484923 (Bohlweg Fahrräder Stadteinwärts),353484925 (Bohlweg Fahrräder Stadtauswärts),353484927 (Bohlweg Fahrräder Stadteinwärts),353484928 (Bohlweg Fahrräder Stadtauswärts),353484929 (Bohlweg Fahrräder Stadteinwärts),353484930 (Bohlweg Fahrräder Stadtauswärts),300037926-status,353413831-status,353413832-status,353484923-status,353484925-status,353484927-status,353484928-status,353484929-status,353484930-status
2025-11-01 16:00,30,11,19,,,,,,,0,0,0,,,,,,
2025-11-01 16:15,25,17,8,,,,,,,0,0,0,,,,,,
2025-11-01 16:30,19,15,4,,,,,,,0,0,0,,,,,,
2025-11-01 16:45,30,17,13,,,,,,,0,0,0,,,,,,
2025-11-01 17:00,31,16,15,,,,,,,0,0,0,,,,,,
2025-11-01 17:15,40,22,18,,,,,,,0,0,0,,,,,,
2025-11-01 17:30,38,25,13,,,,,,,0,0,0,,,,,,
2025-11-01 17:45,49,29,20,,,,,,,0,0,0,,,,,,
2025-11-01 18:00,47,36,11,,,,,,,0,0,0,,,,,,
2025-11-01 18:15,39,30,9,,,,,,,0,0,0,,,,,,
2025-11-01 18:30,25,15,10,,,,,,,0,0,0,,,,,,
2025-11-01 18:45,37,22,15,,,,,,,0,0,0,,,,,,
2025-11-01 19:00,32,20,12,,,,,,,0,0,0,,,,,,
2025-11-01 19:15,42,23,19,,,,,,,0,0,0,,,,,,
2025-11-01 19:30,29,19,10,,,,,,,0,0,0,,,,,,
2025-11-01 19:45,30,16,14,,,,,,,0,0,0,,,,,,
2025-11-01 20:00,30,17,13,,,,,,,0,0,0,,,,,,
2025-11-01 20:15,24,13,11,,,,,,,0,0,0,,,,,,
2025-11-01 20:30,18,6,12,,,,,,,0,0,0,,,,,,
2025-11-01 20:45,29,12,17,,,,,,,0,0,0,,,,,,
2025-11-01 21:00,18,5,13,,,,,,,0,0,0,,,,,,
2025-11-01 21:15,23,4,19,,,,,,,0,0,0,,,,,,
2025-11-01 21:30,22,11,11,,,,,,,0,0,0,,,,,,
2025-11-01 21:45,21,8,13,,,,,,,0,0,0,,,,,,
2025-11-01 22:00,22,11,11,,,,,,,0,0,0,,,,,,
2025-11-01 22:15,21,9,12,,,,,,,0,0,0,,,,,,
2025-11-01 22:30,13,1,12,,,,,,,0,0,0,,,,,,
2025-11-01 22:45,25,4,21,,,,,,,0,0,0,,,,,,
2025-11-01 23:00,17,7,10,,,,,,,0,0,0,,,,,,
2025-11-01 23:15,9,4,5,,,,,,,0,0,0,,,,,,
2025-11-01 23:30,13,6,7,,,,,,,0,0,0,,,,,,
2025-11-01 23:45,16,6,10,,,,,,,0,0,0,,,,,,
2025-11-02 00:00,13,7,6,,,,,,,0,0,0,,,,,,
2025-11-02 00:15,4,1,3,,,,,,,0,0,0,,,,,,
2025-11-02 00:30,9,5,4,,,,,,,0,0,0,,,,,,
2025-11-02 00:45,15,8,7,,,,,,,0,0,0,,,,,,
2025-11-02 01:00,9,1,8,,,,,,,0,0,0,,,,,,
2025-11-02 01:15,10,2,8,,,,,,,0,0,0,,,,,,
2025-11-02 01:30,4,1,3,,,,,,,0,0,0,,,,,,
2025-11-02 01:45,7,2,5,,,,,,,0,0,0,,,,,,
2025-11-02 02:00,11,4,7,,,,,,,0,0,0,,,,,,
2025-11-02 02:15,7,4,3,,,,,,,0,0,0,,,,,,
2025-11-02 02:30,6,1,5,,,,,,,0,0,0,,,,,,
2025-11-02 02:45,3,0,3,,,,,,,0,0,0,,,,,,
2025-11-02 03:00,2,0,2,,,,,,,0,0,0,,,,,,
2025-11-02 03:15,6,1,5,,,,,,,0,0,0,,,,,,
2025-11-02 03:30,4,0,4,,,,,,,0,0,0,,,,,,
2025-11-02 03:45,3,1,2,,,,,,,0,0,0,,,,,,
2025-11-02 04:00,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-02 04:15,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-02 04:30,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-02 04:45,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-02 05:00,1,1,0,,,,,,,0,0,0,,,,,,
2025-11-02 05:15,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-02 05:30,1,1,0,,,,,,,0,0,0,,,,,,
2025-11-02 05:45,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-02 06:00,2,1,1,,,,,,,0,0,0,,,,,,
2025-11-02 06:15,3,2,1,,,,,,,0,0,0,,,,,,
2025-11-02 06:30,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-02 06:45,4,3,1,,,,,,,0,0,0,,,,,,
2025-11-02 07:00,2,0,2,,,,,,,0,0,0,,,,,,
2025-11-02 07:15,4,3,1,,,,,,,0,0,0,,,,,,
2025-11-02 07:30,5,4,1,,,,,,,0,0,0,,,,,,
2025-11-02 07:45,9,6,3,,,,,,,0,0,0,,,,,,
2025-11-02 08:00,7,3,4,,,,,,,0,0,0,,,,,,
2025-11-02 08:15,10,8,2,,,,,,,0,0,0,,,,,,
2025-11-02 08:30,9,5,4,,,,,,,0,0,0,,,,,,
2025-11-02 08:45,16,10,6,,,,,,,0,0,0,,,,,,
2025-11-02 09:00,14,5,9,,,,,,,0,0,0,,,,,,
2025-11-02 09:15,17,13,4,,,,,,,0,0,0,,,,,,
2025-11-02 09:30,19,14,5,,,,,,,0,0,0,,,,,,
2025-11-02 09:45,46,22,24,,,,,,,0,0,0,,,,,,
2025-11-02 10:00,45,28,17,,,,,,,0,0,0,,,,,,
2025-11-02 10:15,36,21,15,,,,,,,0,0,0,,,,,,
2025-11-02 10:30,41,27,14,,,,,,,0,0,0,,,,,,
2025-11-02 10:45,48,32,16,,,,,,,0,0,0,,,,,,
2025-11-02 11:00,42,21,21,,,,,,,0,0,0,,,,,,
2025-11-02 11:15,35,18,17,,,,,,,0,0,0,,,,,,
2025-11-02 11:30,54,34,20,,,,,,,0,0,0,,,,,,
2025-11-02 11:45,45,21,24,,,,,,,0,0,0,,,,,,
2025-11-02 12:00,42,26,16,,,,,,,0,0,0,,,,,,
2025-11-02 12:15,47,26,21,,,,,,,0,0,0,,,,,,
2025-11-02 12:30,56,20,36,,,,,,,0,0,0,,,,,,
2025-11-02 12:45,44,20,24,,,,,,,0,0,0,,,,,,
2025-11-02 13:00,55,32,23,,,,,,,0,0,0,,,,,,
2025-11-02 13:15,58,34,24,,,,,,,0,0,0,,,,,,
2025-11-02 13:30,69,40,29,,,,,,,0,0,0,,,,,,
2025-11-02 13:45,76,46,30,,,,,,,0,0,0,,,,,,
2025-11-02 14:00,65,29,36,,,,,,,0,0,0,,,,,,
2025-11-02 14:15,56,37,19,,,,,,,0,0,0,,,,,,
2025-11-02 14:30,66,42,24,,,,,,,0,0,0,,,,,,
2025-11-02 14:45,70,42,28,,,,,,,0,0,0,,,,,,
2025-11-02 15:00,70,45,25,,,,,,,0,0,0,,,,,,
2025-11-02 15:15,52,26,26,,,,,,,0,0,0,,,,,,
2025-11-02 15:30,67,39,28,,,,,,,0,0,0,,,,,,
2025-11-02 15:45,80,38,42,,,,,,,0,0,0,,,,,,
2025-11-02 16:00,68,29,39,,,,,,,0,0,0,,,,,,
2025-11-02 16:15,73,35,38,,,,,,,0,0,0,,,,,,
2025-11-02 16:30,64,29,35,,,,,,,0,0,0,,,,,,
2025-11-02 16:45,61,34,27,,,,,,,0,0,0,,,,,,
2025-11-02 17:00,52,23,29,,,,,,,0,0,0,,,,,,
2025-11-02 17:15,56,26,30,,,,,,,0,0,0,,,,,,
2025-11-02 17:30,68,31,37,,,,,,,0,0,0,,,,,,
2025-11-02 17:45,66,41,25,,,,,,,0,0,0,,,,,,
2025-11-02 18:00,48,25,23,,,,,,,0,0,0,,,,,,
2025-11-02 18:15,76,44,32,,,,,,,0,0,0,,,,,,
2025-11-02 18:30,42,16,26,,,,,,,0,0,0,,,,,,
2025-11-02 18:45,49,30,19,,,,,,,0,0,0,,,,,,
2025-11-02 19:00,39,18,21,,,,,,,0,0,0,,,,,,
2025-11-02 19:15,39,18,21,,,,,,,0,0,0,,,,,,
2025-11-02 19:30,22,7,15,,,,,,,0,0,0,,,,,,
2025-11-02 19:45,41,11,30,,,,,,,0,0,0,,,,,,
2025-11-02 20:00,29,9,20,,,,,,,0,0,0,,,,,,
2025-11-02 20:15,33,13,20,,,,,,,0,0,0,,,,,,
2025-11-02 20:30,25,6,19,,,,,,,0,0,0,,,,,,
2025-11-02 20:45,21,8,13,,,,,,,0,0,0,,,,,,
2025-11-02 21:00,26,12,14,,,,,,,0,0,0,,,,,,
2025-11-02 21:15,25,6,19,,,,,,,0,0,0,,,,,,
2025-11-02 21:30,19,4,15,,,,,,,0,0,0,,,,,,
2025-11-02 21:45,27,4,23,,,,,,,0,0,0,,,,,,
2025-11-02 22:00,19,9,10,,,,,,,0,0,0,,,,,,
2025-11-02 22:15,11,5,6,,,,,,,0,0,0,,,,,,
2025-11-02 22:30,11,5,6,,,,,,,0,0,0,,,,,,
2025-11-02 22:45,9,5,4,,,,,,,0,0,0,,,,,,
2025-11-02 23:00,8,2,6,,,,,,,0,0,0,,,,,,
2025-11-02 23:15,9,3,6,,,,,,,0,0,0,,,,,,
2025-11-02 23:30,9,3,6,,,,,,,0,0,0,,,,,,
2025-11-02 23:45,5,4,1,,,,,,,0,0,0,,,,,,
2025-11-03 00:00,5,4,1,,,,,,,0,0,0,,,,,,
2025-11-03 00:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-03 00:30,5,4,1,,,,,,,0,0,0,,,,,,
2025-11-03 00:45,1,1,0,,,,,,,0,0,0,,,,,,
2025-11-03 01:00,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-03 01:15,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-03 01:30,3,3,0,,,,,,,0,0,0,,,,,,
2025-11-03 01:45,1,1,0,,,,,,,0,0,0,,,,,,
2025-11-03 02:00,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-03 02:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-03 02:30,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-03 02:45,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-03 03:00,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-03 03:15,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-03 03:30,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-03 03:45,3,2,1,,,,,,,0,0,0,,,,,,
2025-11-03 04:00,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-03 04:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-03 04:30,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-03 04:45,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-03 05:00,3,3,0,,,,,,,0,0,0,,,,,,
2025-11-03 05:15,3,1,2,,,,,,,0,0,0,,,,,,
2025-11-03 05:30,12,6,6,,,,,,,0,0,0,,,,,,
2025-11-03 05:45,9,7,2,,,,,,,0,0,0,,,,,,
2025-11-03 06:00,9,6,3,,,,,,,0,0,0,,,,,,
2025-11-03 06:15,20,14,6,,,,,,,0,0,0,,,,,,
2025-11-03 06:30,26,21,5,,,,,,,0,0,0,,,,,,
2025-11-03 06:45,42,31,11,,,,,,,0,0,0,,,,,,
2025-11-03 07:00,45,32,13,,,,,,,0,0,0,,,,,,
2025-11-03 07:15,105,68,37,,,,,,,0,0,0,,,,,,
2025-11-03 07:30,184,140,44,,,,,,,0,0,0,,,,,,
2025-11-03 07:45,178,122,56,,,,,,,0,0,0,,,,,,
2025-11-03 08:00,121,94,27,,,,,,,0,0,0,,,,,,
2025-11-03 08:15,103,73,30,,,,,,,0,0,0,,,,,,
2025-11-03 08:30,104,84,20,,,,,,,0,0,0,,,,,,
2025-11-03 08:45,97,66,31,,,,,,,0,0,0,,,,,,
2025-11-03 09:00,55,40,15,,,,,,,0,0,0,,,,,,
2025-11-03 09:15,83,54,29,,,,,,,0,0,0,,,,,,
2025-11-03 09:30,86,51,35,,,,,,,0,0,0,,,,,,
2025-11-03 09:45,124,84,40,,,,,,,0,0,0,,,,,,
2025-11-03 10:00,76,56,20,,,,,,,0,0,0,,,,,,
2025-11-03 10:15,59,35,24,,,,,,,0,0,0,,,,,,
2025-11-03 10:30,60,41,19,,,,,,,0,0,0,,,,,,
2025-11-03 10:45,73,38,35,,,,,,,0,0,0,,,,,,
2025-11-03 11:00,52,28,24,,,,,,,0,0,0,,,,,,
2025-11-03 11:15,71,39,32,,,,,,,0,0,0,,,,,,
2025-11-03 11:30,78,49,29,,,,,,,0,0,0,,,,,,
2025-11-03 11:45,92,48,44,,,,,,,0,0,0,,,,,,
2025-11-03 12:00,89,35,54,,,,,,,0,0,0,,,,,,
2025-11-03 12:15,56,29,27,,,,,,,0,0,0,,,,,,
2025-11-03 12:30,76,37,39,,,,,,,0,0,0,,,,,,
2025-11-03 12:45,74,39,35,,,,,,,0,0,0,,,,,,
2025-11-03 13:00,112,55,57,,,,,,,0,0,0,,,,,,
2025-11-03 13:15,83,32,51,,,,,,,0,0,0,,,,,,
2025-11-03 13:30,74,37,37,,,,,,,0,0,0,,,,,,
2025-11-03 13:45,85,51,34,,,,,,,0,0,0,,,,,,
2025-11-03 14:00,95,45,50,,,,,,,0,0,0,,,,,,
2025-11-03 14:15,74,31,43,,,,,,,0,0,0,,,,,,
2025-11-03 14:30,83,34,49,,,,,,,0,0,0,,,,,,
2025-11-03 14:45,103,55,48,,,,,,,0,0,0,,,,,,
2025-11-03 15:00,107,46,61,,,,,,,0,0,0,,,,,,
2025-11-03 15:15,95,46,49,,,,,,,0,0,0,,,,,,
2025-11-03 15:30,114,44,70,,,,,,,0,0,0,,,,,,
2025-11-03 15:45,130,62,68,,,,,,,0,0,0,,,,,,
2025-11-03 16:00,159,62,97,,,,,,,0,0,0,,,,,,
2025-11-03 16:15,107,43,64,,,,,,,0,0,0,,,,,,
2025-11-03 16:30,117,54,63,,,,,,,0,0,0,,,,,,
2025-11-03 16:45,124,58,66,,,,,,,0,0,0,,,,,,
2025-11-03 17:00,111,41,70,,,,,,,0,0,0,,,,,,
2025-11-03 17:15,115,53,62,,,,,,,0,0,0,,,,,,
2025-11-03 17:30,132,50,82,,,,,,,0,0,0,,,,,,
2025-11-03 17:45,128,52,76,,,,,,,0,0,0,,,,,,
2025-11-03 18:00,138,42,96,,,,,,,0,0,0,,,,,,
2025-11-03 18:15,104,43,61,,,,,,,0,0,0,,,,,,
2025-11-03 18:30,100,26,74,,,,,,,0,0,0,,,,,,
2025-11-03 18:45,96,50,46,,,,,,,0,0,0,,,,,,
2025-11-03 19:00,62,26,36,,,,,,,0,0,0,,,,,,
2025-11-03 19:15,62,31,31,,,,,,,0,0,0,,,,,,
2025-11-03 19:30,64,23,41,,,,,,,0,0,0,,,,,,
2025-11-03 19:45,67,26,41,,,,,,,0,0,0,,,,,,
2025-11-03 20:00,42,16,26,,,,,,,0,0,0,,,,,,
2025-11-03 20:15,46,18,28,,,,,,,0,0,0,,,,,,
2025-11-03 20:30,42,25,17,,,,,,,0,0,0,,,,,,
2025-11-03 20:45,31,16,15,,,,,,,0,0,0,,,,,,
2025-11-03 21:00,26,5,21,,,,,,,0,0,0,,,,,,
2025-11-03 21:15,36,11,25,,,,,,,0,0,0,,,,,,
2025-11-03 21:30,25,8,17,,,,,,,0,0,0,,,,,,
2025-11-03 21:45,26,8,18,,,,,,,0,0,0,,,,,,
2025-11-03 22:00,31,9,22,,,,,,,0,0,0,,,,,,
2025-11-03 22:15,23,9,14,,,,,,,0,0,0,,,,,,
2025-11-03 22:30,31,12,19,,,,,,,0,0,0,,,,,,
2025-11-03 22:45,13,5,8,,,,,,,0,0,0,,,,,,
2025-11-03 23:00,8,1,7,,,,,,,0,0,0,,,,,,
2025-11-03 23:15,15,5,10,,,,,,,0,0,0,,,,,,
2025-11-03 23:30,5,2,3,,,,,,,0,0,0,,,,,,
2025-11-03 23:45,7,4,3,,,,,,,0,0,0,,,,,,
2025-11-04 00:00,6,1,5,,,,,,,0,0,0,,,,,,
2025-11-04 00:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-04 00:30,6,2,4,,,,,,,0,0,0,,,,,,
2025-11-04 00:45,4,0,4,,,,,,,0,0,0,,,,,,
2025-11-04 01:00,1,1,0,,,,,,,0,0,0,,,,,,
2025-11-04 01:15,1,1,0,,,,,,,0,0,0,,,,,,
2025-11-04 01:30,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-04 01:45,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-04 02:00,1,1,0,,,,,,,0,0,0,,,,,,
2025-11-04 02:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-04 02:30,1,1,0,,,,,,,0,0,0,,,,,,
2025-11-04 02:45,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-04 03:00,2,0,2,,,,,,,0,0,0,,,,,,
2025-11-04 03:15,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-04 03:30,3,1,2,,,,,,,0,0,0,,,,,,
2025-11-04 03:45,3,1,2,,,,,,,0,0,0,,,,,,
2025-11-04 04:00,1,1,0,,,,,,,0,0,0,,,,,,
2025-11-04 04:15,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-04 04:30,0,0,0,,,,,,,0,0,0,,,,,,
2025-11-04 04:45,2,2,0,,,,,,,0,0,0,,,,,,
2025-11-04 05:00,1,0,1,,,,,,,0,0,0,,,,,,
2025-11-04 05:15,4,0,4,,,,,,,0,0,0,,,,,,
2025-11-04 05:30,7,6,1,,,,,,,0,0,0,,,,,,
2025-11-04 05:45,13,9,4,,,,,,,0,0,0,,,,,,
2025-11-04 06:00,10,7,3,,,,,,,0,0,0,,,,,,
2025-11-04 06:15,20,14,6,,,,,,,0,0,0,,,,,,
2025-11-04 06:30,29,20,9,,,,,,,0,0,0,,,,,,
2025-11-04 06:45,50,35,15,,,,,,,0,0,0,,,,,,
2025-11-04 07:00,58,45,13,,,,,,,0,0,0,,,,,,
2025-11-04 07:15,92,59,33,,,,,,,0,0,0,,,,,,
2025-11-04 07:30,183,138,45,,,,,,,0,0,0,,,,,,
2025-11-04 07:45,206,146,60,,,,,,,0,0,0,,,,,,
2025-11-04 08:00,116,88,28,,,,,,,0,0,0,,,,,,
2025-11-04 08:15,107,78,29,,,,,,,0,0,0,,,,,,
2025-11-04 08:30,100,84,16,,,,,,,0,0,0,,,,,,
2025-11-04 08:45,106,74,32,,,,,,,0,0,0,,,,,,
2025-11-04 09:00,79,56,23,,,,,,,0,0,0,,,,,,
2025-11-04 09:15,60,37,23,,,,,,,0,0,0,,,,,,
2025-11-04 09:30,112,65,47,,,,,,,0,0,0,,,,,,
2025-11-04 09:45,121,100,21,,,,,,,0,0,0,,,,,,
2025-11-04 10:00,81,57,24,,,,,,,0,0,0,,,,,,
2025-11-04 10:15,61,41,20,,,,,,,0,0,0,,,,,,
2025-11-04 10:30,72,47,25,,,,,,,0,0,0,,,,,,
2025-11-04 10:45,82,50,32,,,,,,,0,0,0,,,,,,
2025-11-04 11:00,69,40,29,,,,,,,0,0,0,,,,,,
2025-11-04 11:15,67,35,32,,,,,,,0,0,0,,,,,,
2025-11-04 11:30,80,47,33,,,,,,,0,0,0,,,,,,
2025-11-04 11:45,93,60,33,,,,,,,0,0,0,,,,,,
2025-11-04 12:00,71,30,41,,,,,,,0,0,0,,,,,,
2025-11-04 12:15,102,50,52,,,,,,,0,0,0,,,,,,
2025-11-04 12:30,79,39,40,,,,,,,0,0,0,,,,,,
2025-11-04 12:45,82,36,46,,,,,,,0,0,0,,,,,,
2025-11-04 13:00,123,53,70,,,,,,,0,0,0,,,,,,
2025-11-04 13:15,108,45,63,,,,,,,0,0,0,,,,,,
2025-11-04 13:30,96,47,49,,,,,,,0,0,0,,,,,,
2025-11-04 13:45,107,50,57,,,,,,,0,0,0,,,,,,
2025-11-04 14:00,99,46,53,,,,,,,0,0,0,,,,,,
2025-11-04 14:15,100,36,64,,,,,,,0,0,0,,,,,,
2025-11-04 14:30,74,37,37,,,,,,,0,0,0,,,,,,
2025-11-04 14:45,114,51,63,,,,,,,0,0,0,,,,,,
2025-11-04 15:00,93,30,63,,,,,,,0,0,0,,,,,,
2025-11-04 15:15,110,44,66,,,,,,,0,0,0,,,,,,
2025-11-04 15:30,122,71,51,,,,,,,0,0,0,,,,,,
2025-11-04 15:45,149,76,73,,,,,,,0,0,0,,,,,,
2025-11-04 16:00,156,52,104,,,,,,,0,0,0,,,,,,
2025-11-04 16:15,138,55,83,,,,,,,0,0,0,,,,,,
2025-11-04 16:30,129,60,69,,,,,,,0,0,0,,,,,,
2025-11-04 16:45,128,58,70,,,,,,,0,0,0,,,,,,
2025-11-04 17:00,125,56,69,,,,,,,0,0,0,,,,,,
2025-11-04 17:15,130,48,82,,,,,,,0,0,0,,,,,,
2025-11-04 17:30,115,44,71,,,,,,,0,0,0,,,,,,
2025-11-04 17:45,140,58,82,,,,,,,0,0,0,,,,,,
2025-11-04 18:00,117,46,71,,,,,,,0,0,0,,,,,,
2025-11-04 18:15,120,58,62,,,,,,,0,0,0,,,,,,
2025-11-04 18:30,80,32,48,,,,,,,0,0,0,,,,,,
2025-11-04 18:45,110,53,57,,,,,,,0,0,0,,,,,,
2025-11-04 19:00,50,12,38,,,,,,,0,0,0,,,,,,
2025-11-04 19:15,76,31,45,,,,,,,0,0,0,,,,,,
2025-11-04 19:30,60,18,42,,,,,,,0,0,0,,,,,,
2025-11-04 19:45,88,41,47,,,,,,,0,0,0,,,,,,
2025-11-04 20:00,50,17,33,,,,,,,0,0,0,,,,,,
2025-11-04 20:15,59,22,37,,,,,,,0,0,0,,,,,,
2025-11-04 20:30,42,11,31,,,,,,,0,0,0,,,,,,
2025-11-04 20:45,43,18,25,,,,,,,0,0,0,,,,,,
2025-11-04 21:00,40,16,24,,,,,,,0,0,0,,,,,,
2025-11-04 21:15,36,13,23,,,,,,,0,0,0,,,,,,
2025-11-04 21:30,42,18,24,,,,,,,0,0,0,,,,,,
2025-11-04 21:45,27,10,17,,,,,,,0,0,0,,,,,,
2025-11-04 22:00,32,9,23,,,,,,,0,0,0,,,,,,
2025-11-04 22:15,30,5,25,,,,,,,0,0,0,,,,,,
2025-11-04 22:30,27,10,17,,,,,,,0,0,0,,,,,,
2025-11-04 22:45,12,2,10,,,,,,,0,0,0,,,,,,
2025-11-04 23:00,17,5,12,,,,,,,0,0,0,,,,,,
2025-11-04 23:15,22,12,10,,,,,,,0,0,0,,,,,,
2025-11-04 23:30,9,2,7,,,,,,,0,0,0,,,,,,
2025-11-04 23:45,7,1,6,,,,,,,0,0,0,,,,,,
