Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2022-10-01 16:30,32,23,9,0,0,0
2022-10-01 16:45,31,25,6,0,0,0
2022-10-01 17:00,23,18,5,0,0,0
2022-10-01 17:15,21,19,2,0,0,0
2022-10-01 17:30,12,5,7,0,0,0
2022-10-01 17:45,40,22,18,0,0,0
2022-10-01 18:00,28,19,9,0,0,0
2022-10-01 18:15,21,12,9,0,0,0
2022-10-01 18:30,29,16,13,0,0,0
2022-10-01 18:45,34,13,21,0,0,0
2022-10-01 19:00,26,13,13,0,0,0
2022-10-01 19:15,21,13,8,0,0,0
2022-10-01 19:30,24,14,10,0,0,0
2022-10-01 19:45,22,15,7,0,0,0
2022-10-01 20:00,31,14,17,0,0,0
2022-10-01 20:15,11,8,3,0,0,0
2022-10-01 20:30,34,12,22,0,0,0
2022-10-01 20:45,20,14,6,0,0,0
2022-10-01 21:00,9,7,2,0,0,0
2022-10-01 21:15,18,15,3,0,0,0
2022-10-01 21:30,19,16,3,0,0,0
2022-10-01 21:45,9,5,4,0,0,0
2022-10-01 22:00,16,11,5,0,0,0
2022-10-01 22:15,11,9,2,0,0,0
2022-10-01 22:30,6,2,4,0,0,0
2022-10-01 22:45,8,4,4,0,0,0
2022-10-01 23:00,18,10,8,0,0,0
2022-10-01 23:15,8,3,5,0,0,0
2022-10-01 23:30,9,7,2,0,0,0
2022-10-01 23:45,19,11,8,0,0,0
2022-10-02 00:00,10,7,3,0,0,0
2022-10-02 00:15,7,4,3,0,0,0
2022-10-02 00:30,4,3,1,0,0,0
2022-10-02 00:45,7,3,4,0,0,0
2022-10-02 01:00,10,1,9,0,0,0
2022-10-02 01:15,9,7,2,0,0,0
2022-10-02 01:30,6,3,3,0,0,0
2022-10-02 01:45,7,4,3,0,0,0
2022-10-02 02:00,6,2,4,0,0,0
2022-10-02 02:15,8,3,5,0,0,0
2022-10-02 02:30,13,8,5,0,0,0
2022-10-02 02:45,9,3,6,0,0,0
2022-10-02 03:00,8,4,4,0,0,0
2022-10-02 03:15,4,1,3,0,0,0
2022-10-02 03:30,0,0,0,0,0,0
2022-10-02 03:45,2,1,1,0,0,0
2022-10-02 04:00,1,1,0,0,0,0
2022-10-02 04:15,3,1,2,0,0,0
2022-10-02 04:30,4,2,2,0,0,0
2022-10-02 04:45,6,2,4,0,0,0
2022-10-02 05:00,1,1,0,0,0,0
2022-10-02 05:15,5,3,2,0,0,0
2022-10-02 05:30,5,4,1,0,0,0
2022-10-02 05:45,0,0,0,0,0,0
2022-10-02 06:00,0,0,0,0,0,0
2022-10-02 06:15,0,0,0,0,0,0
2022-10-02 06:30,2,2,0,0,0,0
2022-10-02 06:45,3,1,2,0,0,0
2022-10-02 07:00,0,0,0,0,0,0
2022-10-02 07:15,3,1,2,0,0,0
2022-10-02 07:30,4,4,0,0,0,0
2022-10-02 07:45,1,1,0,0,0,0
2022-10-02 08:00,6,3,3,0,0,0
2022-10-02 08:15,8,7,1,0,0,0
2022-10-02 08:30,9,9,0,0,0,0
2022-10-02 08:45,6,3,3,0,0,0
2022-10-02 09:00,14,8,6,0,0,0
2022-10-02 09:15,6,6,0,0,0,0
2022-10-02 09:30,12,8,4,0,0,0
2022-10-02 09:45,22,18,4,0,0,0
2022-10-02 10:00,13,10,3,0,0,0
2022-10-02 10:15,11,11,0,0,0,0
2022-10-02 10:30,12,11,1,0,0,0
2022-10-02 10:45,22,18,4,0,0,0
2022-10-02 11:00,29,24,5,0,0,0
2022-10-02 11:15,23,18,5,0,0,0
2022-10-02 11:30,24,10,14,0,0,0
2022-10-02 11:45,28,23,5,0,0,0
2022-10-02 12:00,23,17,6,0,0,0
2022-10-02 12:15,23,19,4,0,0,0
2022-10-02 12:30,14,9,5,0,0,0
2022-10-02 12:45,19,15,4,0,0,0
2022-10-02 13:00,13,7,6,0,0,0
2022-10-02 13:15,23,10,13,0,0,0
2022-10-02 13:30,24,15,9,0,0,0
2022-10-02 13:45,29,17,12,0,0,0
2022-10-02 14:00,21,15,6,0,0,0
2022-10-02 14:15,20,17,3,0,0,0
2022-10-02 14:30,28,20,8,0,0,0
2022-10-02 14:45,31,28,3,0,0,0
2022-10-02 15:00,19,13,6,0,0,0
2022-10-02 15:15,25,21,4,0,0,0
2022-10-02 15:30,35,29,6,0,0,0
2022-10-02 15:45,18,8,10,0,0,0
2022-10-02 16:00,21,14,7,0,0,0
2022-10-02 16:15,24,19,5,0,0,0
2022-10-02 16:30,34,21,13,0,0,0
2022-10-02 16:45,24,19,5,0,0,0
2022-10-02 17:00,37,23,14,0,0,0
2022-10-02 17:15,26,15,11,0,0,0
2022-10-02 17:30,17,16,1,0,0,0
2022-10-02 17:45,29,19,10,0,0,0
2022-10-02 18:00,28,22,6,0,0,0
2022-10-02 18:15,21,15,6,0,0,0
2022-10-02 18:30,24,17,7,0,0,0
2022-10-02 18:45,23,19,4,0,0,0
2022-10-02 19:00,27,17,10,0,0,0
2022-10-02 19:15,26,15,11,0,0,0
2022-10-02 19:30,26,15,11,0,0,0
2022-10-02 19:45,26,20,6,0,0,0
2022-10-02 20:00,17,11,6,0,0,0
2022-10-02 20:15,12,9,3,0,0,0
2022-10-02 20:30,16,9,7,0,0,0
2022-10-02 20:45,15,8,7,0,0,0
2022-10-02 21:00,19,10,9,0,0,0
2022-10-02 21:15,11,7,4,0,0,0
2022-10-02 21:30,7,4,3,0,0,0
2022-10-02 21:45,13,7,6,0,0,0
2022-10-02 22:00,17,10,7,0,0,0
2022-10-02 22:15,14,10,4,0,0,0
2022-10-02 22:30,15,11,4,0,0,0
2022-10-02 22:45,15,7,8,0,0,0
2022-10-02 23:00,17,12,5,0,0,0
2022-10-02 23:15,11,3,8,0,0,0
2022-10-02 23:30,10,0,10,0,0,0
2022-10-02 23:45,4,2,2,0,0,0
2022-10-03 00:00,4,3,1,0,0,0
2022-10-03 00:15,9,6,3,0,0,0
2022-10-03 00:30,6,2,4,0,0,0
2022-10-03 00:45,1,0,1,0,0,0
2022-10-03 01:00,5,2,3,0,0,0
2022-10-03 01:15,9,6,3,0,0,0
2022-10-03 01:30,8,5,3,0,0,0
2022-10-03 01:45,8,3,5,0,0,0
2022-10-03 02:00,11,6,5,0,0,0
2022-10-03 02:15,2,0,2,0,0,0
2022-10-03 02:30,4,1,3,0,0,0
2022-10-03 02:45,0,0,0,0,0,0
2022-10-03 03:00,3,2,1,0,0,0
2022-10-03 03:15,1,1,0,0,0,0
2022-10-03 03:30,8,3,5,0,0,0
2022-10-03 03:45,5,2,3,0,0,0
2022-10-03 04:00,2,1,1,0,0,0
2022-10-03 04:15,4,2,2,0,0,0
2022-10-03 04:30,4,3,1,0,0,0
2022-10-03 04:45,1,1,0,0,0,0
2022-10-03 05:00,1,0,1,0,0,0
2022-10-03 05:15,4,2,2,0,0,0
2022-10-03 05:30,0,0,0,0,0,0
2022-10-03 05:45,10,5,5,0,0,0
2022-10-03 06:00,3,2,1,0,0,0
2022-10-03 06:15,1,1,0,0,0,0
2022-10-03 06:30,1,0,1,0,0,0
2022-10-03 06:45,3,2,1,0,0,0
2022-10-03 07:00,2,0,2,0,0,0
2022-10-03 07:15,12,10,2,0,0,0
2022-10-03 07:30,14,12,2,0,0,0
2022-10-03 07:45,14,10,4,0,0,0
2022-10-03 08:00,20,15,5,0,0,0
2022-10-03 08:15,6,4,2,0,0,0
2022-10-03 08:30,15,9,6,0,0,0
2022-10-03 08:45,12,5,7,0,0,0
2022-10-03 09:00,15,7,8,0,0,0
2022-10-03 09:15,13,6,7,0,0,0
2022-10-03 09:30,23,20,3,0,0,0
2022-10-03 09:45,19,16,3,0,0,0
2022-10-03 10:00,29,22,7,0,0,0
2022-10-03 10:15,34,20,14,0,0,0
2022-10-03 10:30,37,27,10,0,0,0
2022-10-03 10:45,29,22,7,0,0,0
2022-10-03 11:00,31,25,6,0,0,0
2022-10-03 11:15,39,31,8,0,0,0
2022-10-03 11:30,35,21,14,0,0,0
2022-10-03 11:45,28,12,16,0,0,0
2022-10-03 12:00,37,21,16,0,0,0
2022-10-03 12:15,39,22,17,0,0,0
2022-10-03 12:30,47,33,14,0,0,0
2022-10-03 12:45,44,24,20,0,0,0
2022-10-03 13:00,41,20,21,0,0,0
2022-10-03 13:15,44,31,13,0,0,0
2022-10-03 13:30,44,31,13,0,0,0
2022-10-03 13:45,60,44,16,0,0,0
2022-10-03 14:00,43,34,9,0,0,0
2022-10-03 14:15,50,40,10,0,0,0
2022-10-03 14:30,41,27,14,0,0,0
2022-10-03 14:45,45,27,18,0,0,0
2022-10-03 15:00,54,38,16,0,0,0
2022-10-03 15:15,49,33,16,0,0,0
2022-10-03 15:30,67,46,21,0,0,0
2022-10-03 15:45,60,40,20,0,0,0
2022-10-03 16:00,50,26,24,0,0,0
2022-10-03 16:15,39,20,19,0,0,0
2022-10-03 16:30,38,24,14,0,0,0
2022-10-03 16:45,40,24,16,0,0,0
2022-10-03 17:00,34,15,19,0,0,0
2022-10-03 17:15,56,14,42,0,0,0
2022-10-03 17:30,55,15,40,0,0,0
2022-10-03 17:45,65,26,39,0,0,0
2022-10-03 18:00,41,23,18,0,0,0
2022-10-03 18:15,38,22,16,0,0,0
2022-10-03 18:30,39,28,11,0,0,0
2022-10-03 18:45,35,23,12,0,0,0
2022-10-03 19:00,42,26,16,0,0,0
2022-10-03 19:15,34,23,11,0,0,0
2022-10-03 19:30,20,10,10,0,0,0
2022-10-03 19:45,24,12,12,0,0,0
2022-10-03 20:00,24,8,16,0,0,0
2022-10-03 20:15,21,11,10,0,0,0
2022-10-03 20:30,15,8,7,0,0,0
2022-10-03 20:45,20,9,11,0,0,0
2022-10-03 21:00,15,6,9,0,0,0
2022-10-03 21:15,18,7,11,0,0,0
2022-10-03 21:30,11,4,7,0,0,0
2022-10-03 21:45,10,3,7,0,0,0
2022-10-03 22:00,16,9,7,0,0,0
2022-10-03 22:15,8,4,4,0,0,0
2022-10-03 22:30,11,8,3,0,0,0
2022-10-03 22:45,6,3,3,0,0,0
2022-10-03 23:00,11,6,5,0,0,0
2022-10-03 23:15,9,6,3,0,0,0
2022-10-03 23:30,15,8,7,0,0,0
2022-10-03 23:45,1,1,0,0,0,0
2022-10-04 00:00,7,3,4,0,0,0
2022-10-04 00:15,2,0,2,0,0,0
2022-10-04 00:30,4,2,2,0,0,0
2022-10-04 00:45,5,1,4,0,0,0
2022-10-04 01:00,3,0,3,0,0,0
2022-10-04 01:15,6,2,4,0,0,0
2022-10-04 01:30,1,0,1,0,0,0
2022-10-04 01:45,0,0,0,0,0,0
2022-10-04 02:00,10,3,7,0,0,0
2022-10-04 02:15,2,0,2,0,0,0
2022-10-04 02:30,3,0,3,0,0,0
2022-10-04 02:45,1,0,1,0,0,0
2022-10-04 03:00,3,0,3,0,0,0
2022-10-04 03:15,1,0,1,0,0,0
2022-10-04 03:30,0,0,0,0,0,0
2022-10-04 03:45,0,0,0,0,0,0
2022-10-04 04:00,3,1,2,0,0,0
2022-10-04 04:15,2,2,0,0,0,0
2022-10-04 04:30,4,2,2,0,0,0
2022-10-04 04:45,7,5,2,0,0,0
2022-10-04 05:00,1,1,0,0,0,0
2022-10-04 05:15,4,3,1,0,0,0
2022-10-04 05:30,10,4,6,0,0,0
2022-10-04 05:45,11,7,4,0,0,0
2022-10-04 06:00,9,7,2,0,0,0
2022-10-04 06:15,17,6,11,0,0,0
2022-10-04 06:30,26,14,12,0,0,0
2022-10-04 06:45,52,28,24,0,0,0
2022-10-04 07:00,46,24,22,0,0,0
2022-10-04 07:15,48,28,20,0,0,0
2022-10-04 07:30,80,28,52,0,0,0
2022-10-04 07:45,84,47,37,0,0,0
2022-10-04 08:00,78,38,40,0,0,0
2022-10-04 08:15,76,44,32,0,0,0
2022-10-04 08:30,73,45,28,0,0,0
2022-10-04 08:45,67,41,26,0,0,0
2022-10-04 09:00,32,23,9,0,0,0
2022-10-04 09:15,45,26,19,0,0,0
2022-10-04 09:30,73,51,22,0,0,0
2022-10-04 09:45,56,36,20,0,0,0
2022-10-04 10:00,30,24,6,0,0,0
2022-10-04 10:15,28,19,9,0,0,0
2022-10-04 10:30,57,40,17,0,0,0
2022-10-04 10:45,53,42,11,0,0,0
2022-10-04 11:00,30,18,12,0,0,0
2022-10-04 11:15,39,26,13,0,0,0
2022-10-04 11:30,39,24,15,0,0,0
2022-10-04 11:45,48,22,26,0,0,0
2022-10-04 12:00,54,38,16,0,0,0
2022-10-04 12:15,42,28,14,0,0,0
2022-10-04 12:30,49,23,26,0,0,0
2022-10-04 12:45,47,29,18,0,0,0
2022-10-04 13:00,46,34,12,0,0,0
2022-10-04 13:15,45,23,22,0,0,0
2022-10-04 13:30,45,30,15,0,0,0
2022-10-04 13:45,62,36,26,0,0,0
2022-10-04 14:00,52,37,15,0,0,0
2022-10-04 14:15,50,29,21,0,0,0
2022-10-04 14:30,49,23,26,0,0,0
2022-10-04 14:45,66,43,23,0,0,0
2022-10-04 15:00,52,30,22,0,0,0
2022-10-04 15:15,85,49,36,0,0,0
2022-10-04 15:30,63,42,21,0,0,0
2022-10-04 15:45,74,53,21,0,0,0
2022-10-04 16:00,93,59,34,0,0,0
2022-10-04 16:15,89,60,29,0,0,0
2022-10-04 16:30,78,45,33,0,0,0
2022-10-04 16:45,82,58,24,0,0,0
2022-10-04 17:00,69,44,25,0,0,0
2022-10-04 17:15,74,42,32,0,0,0
2022-10-04 17:30,92,68,24,0,0,0
2022-10-04 17:45,83,50,33,0,0,0
2022-10-04 18:00,74,43,31,0,0,0
2022-10-04 18:15,85,47,38,0,0,0
2022-10-04 18:30,50,31,19,0,0,0
2022-10-04 18:45,73,46,27,0,0,0
2022-10-04 19:00,53,35,18,0,0,0
2022-10-04 19:15,55,36,19,0,0,0
2022-10-04 19:30,48,26,22,0,0,0
2022-10-04 19:45,54,30,24,0,0,0
2022-10-04 20:00,49,19,30,0,0,0
2022-10-04 20:15,46,29,17,0,0,0
2022-10-04 20:30,40,19,21,0,0,0
2022-10-04 20:45,31,17,14,0,0,0
2022-10-04 21:00,31,10,21,0,0,0
2022-10-04 21:15,21,14,7,0,0,0
2022-10-04 21:30,30,18,12,0,0,0
2022-10-04 21:45,37,23,14,0,0,0
2022-10-04 22:00,35,20,15,0,0,0
2022-10-04 22:15,29,12,17,0,0,0
2022-10-04 22:30,18,12,6,0,0,0
2022-10-04 22:45,25,9,16,0,0,0
2022-10-04 23:00,22,16,6,0,0,0
2022-10-04 23:15,23,10,13,0,0,0
2022-10-04 23:30,20,7,13,0,0,0
2022-10-04 23:45,13,5,8,0,0,0
